phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_number;entropy_class;word_freq_log
w;3.23;3.26;zooals;3.13;3.41;0.004310782;8.048497228;1.03E-06;7.8861833;10;-1;9.5269
A;3.26;3.29;zooals;3.13;3.41;0.000798962;5.285402219;1.03E-06;7.8861833;10;-1;9.5269
z;3.29;3.41;zooals;3.13;3.41;0.000798962;5.285402219;1.03E-06;7.8861833;10;-1;9.5269
@;3.41;3.45;de;3.41;3.45;4.483571099;5.103190997;24266.8883;10.127041;11;1;14.56670151
v;3.45;3.55;vos;3.45;3.8;4.483571099;4.264979962;7.5921;7.9250603;12;-1;2.924498995
O;3.55;3.65;vos;3.45;3.8;0.266645248;4.583070147;7.5921;7.9250603;12;-1;2.924498995
s;3.65;3.8;vos;3.45;3.8;0.015408473;8.017036599;7.5921;7.9250603;12;-1;2.924498995
x;3.8;3.87;gezegd;3.8;4.24;4.483571099;4.34040029;404.2587;8.649194;13;1;8.659135012
@;3.87;3.9;gezegd;3.8;4.24;0.25552616;0.982486747;404.2587;8.649194;13;1;8.659135012
z;3.9;4.02;gezegd;3.8;4.24;0.175334568;3.660177695;404.2587;8.649194;13;1;8.659135012
E;4.02;4.06;gezegd;3.8;4.24;0.017583715;3.416940825;404.2587;8.649194;13;1;8.659135012
x;4.06;4.2;gezegd;3.8;4.24;0.002709673;5.96172269;404.2587;8.649194;13;1;8.659135012
t;4.2;4.24;gezegd;3.8;4.24;0.000831266;3.872965311;404.2587;8.649194;13;1;8.659135012
h;4.24;4.28;had;4.24;4.56;4.483571099;3.919556756;2106.2021;9.5082035;14;1;11.04042816
A;4.28;4.34;had;4.24;4.56;0.242825887;3.378123927;2106.2021;9.5082035;14;1;11.04042816
t;4.34;4.56;had;4.24;4.56;0.031831209;8.714598005;2106.2021;9.5082035;14;1;11.04042816
Ei;4.56;5.24;Hij;4.56;5.24;4.483571099;9.259177357;8875.7405;9.203965;15;1;13.11565177
f;5.24;5.34;vond;5.24;5.48;4.483571099;7.950002851;269.8641;9.277449;16;1;8.076089258
O;5.34;5.4;vond;5.24;5.48;0.040921709;4.399094049;269.8641;9.277449;16;1;8.076089258
n;5.4;5.44;vond;5.24;5.48;0.003099716;3.598819608;269.8641;9.277449;16;1;8.076089258
d;5.44;5.48;vond;5.24;5.48;0.001047725;5.212740401;269.8641;9.277449;16;1;8.076089258
@;5.48;5.54;het;5.48;5.59;4.483571099;5.103190997;24431.9717;8.364146;17;-1;14.57648268
t;5.54;5.59;het;5.48;5.59;0.004261526;4.887419422;24431.9717;8.364146;17;-1;14.57648268
f;5.59;5.65;vertrek;5.59;6.02;4.483571099;7.950002851;51.6357;8.882261;18;1;5.690296959
@;5.65;5.75;vertrek;5.59;6.02;0.040921709;11.47889329;51.6357;8.882261;18;1;5.690296959
t;5.75;5.8;vertrek;5.59;6.02;0.000802413;5.292152273;51.6357;8.882261;18;1;5.690296959
r;5.8;5.83;vertrek;5.59;6.02;0.000798962;5.285402219;51.6357;8.882261;18;1;5.690296959
E;5.83;5.96;vertrek;5.59;6.02;0.000798962;5.285402219;51.6357;8.882261;18;1;5.690296959
k;5.96;6.02;vertrek;5.59;6.02;0.000798962;5.285402219;51.6357;8.882261;18;1;5.690296959
w;6.02;6.06;waar;6.02;6.21;4.483571099;3.789347436;3198.6702;8.661302;19;1;11.64325654
@;6.06;6.1;waar;6.02;6.21;0.272972368;1.805718465;3198.6702;8.661302;19;1;11.64325654
r;6.1;6.21;waar;6.02;6.21;0.000822498;4.617233147;3198.6702;8.661302;19;1;11.64325654
@;6.21;6.24;de;6.21;6.24;4.483571099;5.103190997;24266.8883;9.677473;20;1;14.56670151
x;6.24;6.35;gouden;6.24;6.55;4.483571099;4.34040029;32.6096;8.095017;21;-1;5.02722484
Au;6.35;6.52;gouden;6.24;6.55;0.25552616;10.78823568;32.6096;8.095017;21;-1;5.02722484
d;6.52;6.55;gouden;6.24;6.55;0.001118563;3.106834466;32.6096;8.095017;21;-1;5.02722484
f;6.55;6.68;vogel;6.55;7.05;4.483571099;7.950002851;32.2666;8.203261;22;-1;5.011969661
o:;6.68;6.83;vogel;6.55;7.05;0.040921709;3.942375479;32.2666;8.203261;22;-1;5.011969661
G;6.83;6.94;vogel;6.55;7.05;0.003847937;6.08568095;32.2666;8.203261;22;-1;5.011969661
@;6.94;6.97;vogel;6.55;7.05;0.000849631;5.228941251;32.2666;8.203261;22;-1;5.011969661
