phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_surprisal_GPT;word_number
o;104.57;104.69;eau;104.57;104.69;4.409139780035069;6.104572272028173;11.599872154265809;6.4584227;6.077986;387
d;104.69;104.79;de;104.69;104.79;4.409139780035069;3.5165938505373133;5.160477121150187;6.003877;2.686853;388
t;104.79;104.87;ton;104.79;104.91;4.409139780035069;3.99745621873046;8.989168743543416;6.226436;8.001989;389
o~;104.87;104.91;ton;104.79;104.91;0.1801079616834537;6.9199734549472405;8.989168743543416;6.226436;8.001989;389
g;104.91;104.94;gobelet;104.91;105.36;4.409139780035069;7.296423783610177;18.63876632193067;7.2795124;11.409587;390
o;104.94;104.97;gobelet;104.91;105.36;0.0340556203406821;5.640296005615683;18.63876632193067;7.2795124;11.409587;390
b;104.97;105.02;gobelet;104.91;105.36;0.0015771476190404;4.294920113381349;18.63876632193067;7.2795124;11.409587;390
@;105.02;105.18;gobelet;104.91;105.36;0.0008911273307014;3.54984516280245;18.63876632193067;7.2795124;11.409587;390
l;105.18;105.28;gobelet;104.91;105.36;0.0008814732865332;3.5913887698805893;18.63876632193067;7.2795124;11.409587;390
E;105.28;105.36;gobelet;104.91;105.36;0.0008791077778881;3.7119239184114567;18.63876632193067;7.2795124;11.409587;390
p;105.36;105.43;pendant;105.36;105.65;4.409139780035069;3.530081653227226;11.461876790606388;5.5030003;8.898615;391
a~;105.43;105.52;pendant;105.36;105.65;0.3111310643031198;4.554570654539464;11.461876790606388;5.5030003;8.898615;391
d;105.52;105.55;pendant;105.36;105.65;0.017388643826577;5.312748059675986;11.461876790606388;5.5030003;8.898615;391
a~;105.55;105.65;pendant;105.36;105.65;0.0014800189160261;5.309210252051213;11.461876790606388;5.5030003;8.898615;391
l;105.65;105.7;le;105.65;105.7;4.409139780035069;3.755260160408023;5.733517167758018;4.9940166;4.940637;392
t;105.7;105.77;trajet;105.7;106.07;4.409139780035069;3.99745621873046;16.928817044370984;6.650202;3.269114;393
R;105.77;105.84;trajet;105.7;106.07;0.1801079616834537;1.0022456348444526;16.928817044370984;6.650202;3.269114;393
a;105.84;105.89;trajet;105.7;106.07;0.0902105783922021;4.011793279666675;16.928817044370984;6.650202;3.269114;393
Z;105.89;106.01;trajet;105.7;106.07;0.0096789449885939;6.134537353092451;16.928817044370984;6.650202;3.269114;393
E;106.01;106.07;trajet;105.7;106.07;0.0009984650704602;4.070574657076686;16.928817044370984;6.650202;3.269114;393
s;106.07;106.18;sur;106.07;106.21;4.409139780035069;3.649530068972855;8.45384611352167;4.505913;9.519931;394
y;106.18;106.21;sur;106.07;106.21;0.2796023770778397;4.621087551253416;8.45384611352167;4.505913;9.519931;394
m;106.21;106.24;mer;106.21;106.3;4.409139780035069;4.216572460592082;13.146333072766842;4.8419085;10.978517;395
E;106.24;106.27;mer;106.21;106.3;0.2093762024126659;3.47476289570517;13.146333072766842;4.8419085;10.978517;395
R;106.27;106.3;mer;106.21;106.3;0.0163844604785177;2.391876873692453;13.146333072766842;4.8419085;10.978517;395
k;106.3;106.33;que;106.3;106.33;4.409139780035069;4.296214187739292;7.781087842752731;5.3207183;8.4321165;396
n;106.33;106.36;nous;106.33;106.39;4.409139780035069;4.963258404314487;7.562398085304746;3.256219;1.7946255;397
u;106.36;106.39;nous;106.33;106.39;0.2947261550779699;1.502293054321834;7.562398085304746;3.256219;1.7946255;397
a;106.39;106.43;avons;106.39;106.55;4.409139780035069;3.7941932878383366;10.734353064177593;4.629197;1.2798126;398
v;106.43;106.46;avons;106.39;106.55;0.2290040949793377;1.6606541598025746;10.734353064177593;4.629197;1.2798126;398
o~;106.46;106.55;avons;106.39;106.55;0.0678906809470009;3.885783706831344;10.734353064177593;4.629197;1.2798126;398
f;106.55;106.58;fait;106.55;106.66;4.409139780035069;5.119777020762284;8.154276017520466;4.296207;0.9754098;399
E;106.58;106.61;fait;106.55;106.66;0.1443510723472446;5.564701720435634;8.154276017520466;4.296207;0.9754098;399
t;106.61;106.66;fait;106.55;106.66;0.0052606989867297;1.721966864102601;8.154276017520466;4.296207;0.9754098;399
e;107.07;107.1;et;107.07;107.1;4.409139780035069;4.815820454336018;6.126714125197328;5.74729;5.037584;400
u;107.1;107.14;où;107.1;107.14;4.409139780035069;6.699320083304941;8.694521334199559;6.8009233;6.2853637;401
t;107.14;107.17;tu;107.14;107.17;4.409139780035069;3.99745621873046;5.9422520932106915;3.832132;3.1941152;402
t;107.17;107.2;t'es;107.17;107.2;4.409139780035069;3.99745621873046;NAN;4.974891;4.355528;403
a~;107.2;107.38;endormi;107.2;107.61;4.409139780035069;5.5578611269601135;15.802787391308643;8.762811;5.493195;404
d;107.38;107.41;endormi;107.2;107.61;0.0808048183998187;6.420651019748088;15.802787391308643;8.762811;5.493195;404
O;107.41;107.44;endormi;107.2;107.61;0.0022609496214071;2.5420449255073434;15.802787391308643;8.762811;5.493195;404
R;107.44;107.55;endormi;107.2;107.61;0.0011768328495863;1.5148210372820283;15.802787391308643;8.762811;5.493195;404
m;107.55;107.58;endormi;107.2;107.61;0.0009824140741918;2.7274895596130166;15.802787391308643;8.762811;5.493195;404
i;107.58;107.61;endormi;107.2;107.61;0.0009367019306244;3.753388598090052;15.802787391308643;8.762811;5.493195;404
d;107.61;107.64;Dans;107.61;107.85;4.409139780035069;3.5165938505373133;7.597135041666439;6.150101;13.944171;405
a~;107.64;107.85;Dans;107.61;107.85;0.3164590011854679;7.062559624207903;7.597135041666439;6.150101;13.944171;405
9~;107.85;107.92;un;107.85;107.92;4.409139780035069;6.148275262534002;6.151914241151773;4.5406003;3.763952;406
a~;107.92;107.98;an;107.92;107.98;4.409139780035069;5.5578611269601135;12.569368196442321;8.453979;6.597647;407
l;108.15;108.21;l';108.15;108.21;4.409139780035069;3.755260160408023;6.307238837151082;4.4013953;7.5453544;408
9~;108.21;108.35;un;108.21;108.35;4.409139780035069;6.148275262534002;6.151914241151773;8.832635;5.9126067;409
d;108.35;108.45;de;108.35;108.45;4.409139780035069;3.5165938505373133;5.160477121150187;3.9376788;2.1121454;410
n;108.45;108.53;nous;108.45;108.57;4.409139780035069;4.963258404314487;7.562398085304746;3.2031317;1.5197097;411
u;108.53;108.57;nous;108.45;108.57;0.2947261550779699;1.502293054321834;7.562398085304746;3.2031317;1.5197097;411
d;108.57;108.6;deux;108.57;108.64;4.409139780035069;3.5165938505373133;9.804087934245857;5.7888937;1.5799785;412
2;108.6;108.64;deux;108.57;108.64;0.3164590011854679;5.369483636463126;9.804087934245857;5.7888937;1.5799785;412
i;108.64;108.74;ira;108.64;108.86;4.409139780035069;5.083806629288413;12.569465409813935;6.7962847;6.6618276;413
R;108.74;108.81;ira;108.64;108.86;0.0463767441475439;4.347889567873398;12.569465409813935;6.7962847;6.6618276;413
a;108.81;108.86;ira;108.64;108.86;0.0040624180449452;2.177659693150921;12.569465409813935;6.7962847;6.6618276;413
S;108.86;109.0;chercher;108.86;109.24;4.409139780035069;6.628288652147766;11.36914245537108;6.6814437;6.378346;414
E;109.0;109.05;chercher;108.86;109.24;0.0657095430179095;4.2119322108426855;11.36914245537108;6.6814437;6.378346;414
R;109.05;109.08;chercher;108.86;109.24;0.0051304327683909;0.4730985909933649;11.36914245537108;6.6814437;6.378346;414
S;109.08;109.18;chercher;108.86;109.24;0.0036659693831721;0.2755577060461633;11.36914245537108;6.6814437;6.378346;414
e;109.18;109.24;chercher;108.86;109.24;0.0024115941416455;4.3068166488876924;11.36914245537108;6.6814437;6.378346;414
l;109.24;109.28;la;109.24;109.35;4.409139780035069;3.755260160408023;5.814498696260873;5.1577816;3.8826025;415
a;109.28;109.35;la;109.24;109.35;0.2258054342494331;1.7693520610671605;5.814498696260873;5.1577816;3.8826025;415
b;109.35;109.42;belle;109.35;109.53;4.409139780035069;5.580931033330403;11.464676650393203;9.350317;7.4930077;416
E;109.42;109.47;belle;109.35;109.53;0.1086612429825165;4.95539796438753;11.464676650393203;9.350317;7.4930077;416
l;109.47;109.53;belle;109.35;109.53;0.005598396683448;5.961344542610772;11.464676650393203;9.350317;7.4930077;416
p;109.53;109.62;princesse;109.53;110.21;4.409139780035069;3.530081653227226;14.249560839618407;8.9795065;9.673006;417
R;109.62;109.68;princesse;109.53;110.21;0.3111310643031198;2.6666723586729733;14.249560839618407;8.9795065;9.673006;417
e~;109.68;109.78;princesse;109.53;110.21;0.0650434435005669;6.086719827202139;14.249560839618407;8.9795065;9.673006;417
s;109.78;109.93;princesse;109.53;110.21;0.0021646374197159;1.092413468298815;14.249560839618407;8.9795065;9.673006;417
E;109.93;110.04;princesse;109.53;110.21;0.0015777415900723;3.8185500092914886;14.249560839618407;8.9795065;9.673006;417
s;110.04;110.21;princesse;109.53;110.21;0.0009251606066973;2.849609757523252;14.249560839618407;8.9795065;9.673006;417
m;110.74;110.77;mais;110.74;110.8;4.409139780035069;4.216572460592082;7.443937059415813;7.2774506;9.120135;418
E;110.77;110.8;mais;110.74;110.8;0.2093762024126659;3.47476289570517;7.443937059415813;7.2774506;9.120135;418
g;110.8;110.91;garde-toi;110.8;111.33;4.409139780035069;7.296423783610177;NAN;6.7108655;12.396511;419
a;110.91;110.94;garde-toi;110.8;111.33;0.0340556203406821;1.5849829282615584;NAN;6.7108655;12.396511;419
R;110.94;110.98;garde-toi;110.8;111.33;0.0099374582892765;0.9267052037372442;NAN;6.7108655;12.396511;419
d;110.98;111.13;garde-toi;110.8;111.33;0.005824387642729;1.0359037929819912;NAN;6.7108655;12.396511;419
t;111.13;111.21;garde-toi;110.8;111.33;0.0021070216019674;6.804776377955828;NAN;6.7108655;12.396511;419
w;111.21;111.28;garde-toi;110.8;111.33;0.0008333963937691;5.247927513443586;NAN;6.7108655;12.396511;419
a;111.28;111.33;garde-toi;110.8;111.33;0.0008333963937691;5.247927513443586;NAN;6.7108655;12.396511;419
b;111.33;111.4;bien;111.33;111.53;4.409139780035069;5.580931033330403;7.700104780671225;2.9237711;1.2904828;420
j;111.4;111.46;bien;111.33;111.53;0.1086612429825165;1.21488420167165;7.700104780671225;2.9237711;1.2904828;420
9~;111.46;111.53;bien;111.33;111.53;0.0392465724526076;12.124857984086876;7.700104780671225;2.9237711;1.2904828;420
d;111.53;111.59;de;111.53;111.59;4.409139780035069;3.5165938505373133;5.160477121150187;2.06712;0.46276727;421
n;111.59;111.65;nous;111.59;111.69;4.409139780035069;4.963258404314487;7.562398085304746;5.8353;6.118015;422
u;111.65;111.69;nous;111.59;111.69;0.2947261550779699;1.502293054321834;7.562398085304746;5.8353;6.118015;422
t;111.69;111.76;trahir;111.69;112.24;4.409139780035069;3.99745621873046;16.437984194549934;7.0176435;8.986628;423
R;111.76;111.85;trahir;111.69;112.24;0.1801079616834537;1.0022456348444526;16.437984194549934;7.0176435;8.986628;423
a;111.85;111.9;trahir;111.69;112.24;0.0902105783922021;4.011793279666675;16.437984194549934;7.0176435;8.986628;423
i;111.9;112.12;trahir;111.69;112.24;0.0096789449885939;2.8855936094569428;16.437984194549934;7.0176435;8.986628;423
R;112.12;112.24;trahir;111.69;112.24;0.0020508986121449;2.9706753930248;16.437984194549934;7.0176435;8.986628;423
l;112.69;112.74;le;112.69;112.74;4.409139780035069;3.755260160408023;5.733517167758018;5.7249737;8.607109;424
R;112.74;112.9;roi;112.74;113.02;4.409139780035069;5.400144139330587;12.39997254707214;6.2498236;8.90039;425
w;112.9;112.95;roi;112.74;113.02;0.0953729016601603;7.897322038837397;12.39997254707214;6.2498236;8.90039;425
a;112.95;113.02;roi;112.74;113.02;0.0014275525764924;0.9760464157217696;12.39997254707214;6.2498236;8.90039;425
n;113.02;113.07;ne;113.02;113.16;4.409139780035069;4.963258404314487;6.077501058722607;5.852332;6.525942;426
@;113.07;113.16;ne;113.02;113.16;0.2947261550779699;1.6557989144332286;6.077501058722607;5.852332;6.525942;426
k;113.16;113.23;croirait;113.16;113.48;4.409139780035069;4.296214187739292;16.17164031150337;6.994008;10.457474;427
R;113.23;113.29;croirait;113.16;113.48;0.385222146039297;5.200267484062547;16.17164031150337;6.994008;10.457474;427
w;113.29;113.32;croirait;113.16;113.48;0.0181846271151068;1.2254626801580777;16.17164031150337;6.994008;10.457474;427
a;113.32;113.35;croirait;113.16;113.48;0.0076830794136166;0.0919793418523065;16.17164031150337;6.994008;10.457474;427
R;113.35;113.44;croirait;113.16;113.48;0.0084910894052819;1.262325081348838;16.17164031150337;6.994008;10.457474;427
E;113.44;113.48;croirait;113.16;113.48;0.0018418531183152;1.3787178846081294;16.17164031150337;6.994008;10.457474;427
p;113.48;113.6;pas;113.48;113.79;4.409139780035069;3.530081653227226;5.622058069088408;2.6415467;0.8274234;428
a;113.6;113.79;pas;113.48;113.79;0.3111310643031198;3.304444954031691;5.622058069088408;2.6415467;0.8274234;428
9~;113.79;113.85;un;113.79;113.85;4.409139780035069;6.148275262534002;6.151914241151773;5.244898;4.964992;429
m;113.85;113.97;mot;113.85;114.07;4.409139780035069;4.216572460592082;12.333003736055309;2.1132364;0.4136064;430
o;113.97;114.07;mot;113.85;114.07;0.2093762024126659;4.466862334471794;12.333003736055309;2.1132364;0.4136064;430
d;114.07;114.18;de;114.07;114.18;4.409139780035069;3.5165938505373133;5.160477121150187;3.2114606;0.86597204;431
t;114.18;114.25;tes;114.18;114.33;4.409139780035069;3.99745621873046;10.351858420161648;5.0381775;6.5974975;432
e;114.25;114.33;tes;114.18;114.33;0.1801079616834537;6.595541424509256;10.351858420161648;5.0381775;6.5974975;432
d;114.33;114.37;discours;114.33;114.91;4.409139780035069;3.5165938505373133;14.364285389445767;7.647239;4.469413;433
i;114.37;114.45;discours;114.33;114.91;0.3164590011854679;4.23229525991868;14.364285389445767;7.647239;4.469413;433
s;114.45;114.58;discours;114.33;114.91;0.0303322095773931;2.0602243303511707;14.364285389445767;7.647239;4.469413;433
k;114.58;114.69;discours;114.33;114.91;0.0057699933747554;2.3663210127053524;14.364285389445767;7.647239;4.469413;433
u;114.69;114.88;discours;114.33;114.91;0.0016098620366445;5.215879634788383;14.364285389445767;7.647239;4.469413;433
R;114.88;114.91;discours;114.33;114.91;0.000857702125495;4.130754404161635;14.364285389445767;7.647239;4.469413;433
e;115.36;115.4;et;115.36;115.4;4.409139780035069;4.815820454336018;6.126714125197328;4.059285;4.452408;434
s;115.4;115.51;si;115.4;115.59;4.409139780035069;3.649530068972855;8.016784920780147;6.951144;6.0451646;435
i;115.51;115.59;si;115.4;115.59;0.2796023770778397;4.708051471719406;8.016784920780147;6.951144;6.0451646;435
t;115.59;115.69;tu;115.59;115.69;4.409139780035069;3.99745621873046;5.9422520932106915;3.6780117;0.791998;436
u;115.69;115.84;ouvres;115.69;116.02;4.409139780035069;6.699320083304941;16.432315444463242;6.6928625;10.503097;437
v;115.84;115.92;ouvres;115.69;116.02;0.0111755514943445;3.0390865011772914;16.432315444463242;6.6928625;10.503097;437
R;115.92;115.97;ouvres;115.69;116.02;0.0024070488295827;1.1574936551684247;16.432315444463242;6.6928625;10.503097;437
@;115.97;116.02;ouvres;115.69;116.02;0.0013986168080726;6.1101961777542;16.432315444463242;6.6928625;10.503097;437
s;116.02;116.17;seulement;116.02;116.46;4.409139780035069;3.649530068972855;11.657399221064061;3.9975588;10.638453;438
9;116.17;116.27;seulement;116.02;116.46;0.2796023770778397;6.697226137806634;11.657399221064061;3.9975588;10.638453;438
l;116.27;116.3;seulement;116.02;116.46;0.0044316860742318;0.1789057910356785;11.657399221064061;3.9975588;10.638453;438
m;116.3;116.36;seulement;116.02;116.46;0.0044316860742318;0.1789057910356785;11.657399221064061;3.9975588;10.638453;438
a~;116.36;116.46;seulement;116.02;116.46;0.0044316860742318;0.1789057910356783;11.657399221064061;3.9975588;10.638453;438
l;116.46;116.5;la;116.46;116.59;4.409139780035069;3.755260160408023;5.814498696260873;3.965967;2.0490336;439
a;116.5;116.59;la;116.46;116.59;0.2258054342494331;1.7693520610671605;5.814498696260873;3.965967;2.0490336;439
b;116.59;116.68;bouche;116.59;117.13;4.409139780035069;5.580931033330403;13.273908712546701;2.05109;0.58016044;440
u;116.68;116.82;bouche;116.59;117.13;0.1086612429825165;4.62100294536356;13.273908712546701;2.05109;0.58016044;440
S;116.82;117.13;bouche;116.59;117.13;0.0068244297277939;4.723603348172789;13.273908712546701;2.05109;0.58016044;440
t;117.13;117.19;tu;117.13;117.19;4.409139780035069;3.99745621873046;5.9422520932106915;4.696472;2.6204977;441
p;117.19;117.29;perdras;117.19;117.6;4.409139780035069;3.530081653227226;17.86061484315101;6.4555345;7.0358114;442
E;117.29;117.36;perdras;117.19;117.6;0.3111310643031198;4.618915031868996;17.86061484315101;6.4555345;7.0358114;442
R;117.36;117.43;perdras;117.19;117.6;0.0184821073247751;0.5308192718555578;17.86061484315101;6.4555345;7.0358114;442
d;117.43;117.46;perdras;117.19;117.6;0.0133046662498714;1.7977614388766;17.86061484315101;6.4555345;7.0358114;442
R;117.46;117.5;perdras;117.19;117.6;0.0048152934197157;0.9722451908354764;17.86061484315101;6.4555345;7.0358114;442
a;117.5;117.6;perdras;117.19;117.6;0.0012846326840096;2.863652018995774;17.86061484315101;6.4555345;7.0358114;442
l;117.6;117.66;la;117.6;117.76;4.409139780035069;3.755260160408023;5.814498696260873;5.133123;3.4388368;443
a;117.66;117.76;la;117.6;117.76;0.2258054342494331;1.7693520610671605;5.814498696260873;5.133123;3.4388368;443
v;117.76;117.85;vie;117.76;117.98;4.409139780035069;4.287664674052159;9.836505837411586;6.1675186;2.9423847;444
i;117.85;117.98;vie;117.76;117.98;0.4276229925312583;4.895406208944401;9.836505837411586;6.1675186;2.9423847;444
m;118.44;118.47;mais;118.44;118.52;4.409139780035069;4.216572460592082;7.443937059415813;3.4474876;9.113602;445
E;118.47;118.52;mais;118.44;118.52;0.2093762024126659;3.47476289570517;7.443937059415813;3.4474876;9.113602;445
s;118.52;118.62;si;118.52;118.71;4.409139780035069;3.649530068972855;8.016784920780147;6.4024086;3.6426237;446
i;118.62;118.71;si;118.52;118.71;0.2796023770778397;4.708051471719406;8.016784920780147;6.4024086;3.6426237;446
t;118.71;118.76;tu;118.71;118.84;4.409139780035069;3.99745621873046;5.9422520932106915;1.0379908;0.14327623;447
y;118.76;118.84;tu;118.71;118.84;0.1801079616834537;6.0958131675179095;5.9422520932106915;1.0379908;0.14327623;447
t;118.84;118.87;te;118.84;118.96;4.409139780035069;3.99745621873046;7.814829972828166;7.51864;5.0174947;448
@;118.87;118.96;te;118.84;118.96;0.1801079616834537;2.274651347313341;7.814829972828166;7.51864;5.0174947;448
t;118.96;119.05;tais;118.96;119.39;4.409139780035069;3.99745621873046;13.507433095293754;6.777016;2.2709265;449
E;119.05;119.39;tais;118.96;119.39;0.1801079616834537;4.688395637973554;13.507433095293754;6.777016;2.2709265;449
n;120.01;120.04;nous;120.01;120.1;4.409139780035069;4.963258404314487;7.562398085304746;3.8561583;8.164643;450
u;120.04;120.1;nous;120.01;120.1;0.2947261550779699;1.502293054321834;7.562398085304746;3.8561583;8.164643;450
t;120.1;120.17;t'en;120.1;120.17;4.409139780035069;3.99745621873046;NAN;6.639325;5.20763;451
f;120.24;120.4;ferons;120.24;120.5;4.409139780035069;5.119777020762284;15.385694282504796;8.3085785;6.7438397;452
@;120.4;120.43;ferons;120.24;120.5;0.1443510723472446;3.651667449889741;15.385694282504796;8.3085785;6.7438397;452
R;120.43;120.46;ferons;120.24;120.5;0.0145401539250864;1.298009743877134;15.385694282504796;8.3085785;6.7438397;452
o~;120.46;120.5;ferons;120.24;120.5;0.007510297453044;3.4431821771431705;15.385694282504796;8.3085785;6.7438397;452
k;120.5;120.56;cadeau;120.5;120.86;4.409139780035069;4.296214187739292;13.16677853142628;6.404336;5.8207607;453
a;120.56;120.65;cadeau;120.5;120.86;0.385222146039297;5.036386062888957;13.16677853142628;6.404336;5.8207607;453
d;120.65;120.7;cadeau;120.5;120.86;0.0219419319729494;3.7197090690840255;13.16677853142628;6.404336;5.8207607;453
o;120.7;120.86;cadeau;120.5;120.86;0.0026719336890931;1.431353631374898;13.16677853142628;6.404336;5.8207607;453
l;121.61;121.64;Le;121.61;121.69;4.409139780035069;3.755260160408023;5.733517167758018;3.937031;12.814454;454
@;121.64;121.69;Le;121.61;121.69;0.2258054342494331;0.8278069017369164;5.733517167758018;3.937031;12.814454;454
v;121.69;121.73;vieux;121.69;121.87;4.409139780035069;4.287664674052159;11.531945835871323;10.180588;8.73241;455
j;121.73;121.83;vieux;121.69;121.87;0.4276229925312583;7.336866307485152;11.531945835871323;10.180588;8.73241;455
2;121.83;121.87;vieux;121.69;121.87;0.0062216903461365;0.5392105839729817;11.531945835871323;10.180588;8.73241;455
R;121.87;121.95;roi;121.87;122.15;4.409139780035069;5.400144139330587;12.39997254707214;10.197852;6.7490606;456
w;121.95;122.12;roi;121.87;122.15;0.0953729016601603;7.897322038837397;12.39997254707214;10.197852;6.7490606;456
a;122.12;122.15;roi;121.87;122.15;0.0014275525764924;0.9760464157217696;12.39997254707214;10.197852;6.7490606;456
e;122.15;122.21;était;122.15;122.4;4.409139780035069;4.815820454336018;8.380035098324694;8.555009;5.5403075;457
t;122.21;122.3;était;122.15;122.4;0.1119471762885376;0.2644813232583665;8.380035098324694;8.555009;5.5403075;457
E;122.3;122.34;était;122.15;122.4;0.0887536094610283;0.1013428745692293;8.380035098324694;8.555009;5.5403075;457
t;122.34;122.4;était;122.15;122.4;0.0013033318140961;6.03121873061072;8.380035098324694;8.555009;5.5403075;457
a~;122.4;122.5;en;122.4;122.55;4.409139780035069;5.5578611269601135;6.5845242063489335;7.889412;5.293716;458
n;122.5;122.55;en;122.4;122.55;0.0808048183998187;4.41890143989236;6.5845242063489335;7.889412;5.293716;458
e;122.55;122.59;effet;122.55;122.8;4.409139780035069;4.815820454336018;13.150980840937278;6.6737204;4.8057184;459
f;122.59;122.71;effet;122.55;122.8;0.1119471762885376;6.444330156459341;13.150980840937278;6.6737204;4.8057184;459
E;122.71;122.8;effet;122.55;122.8;0.0033995537609136;1.745306662473958;13.150980840937278;6.6737204;4.8057184;459
t;122.8;122.85;très;122.8;123.11;4.409139780035069;3.99745621873046;9.148074231631574;7.334772;4.360075;460
R;122.85;122.94;très;122.8;123.11;0.1801079616834537;1.0022456348444526;9.148074231631574;7.334772;4.360075;460
E;122.94;123.0;très;122.8;123.11;0.0902105783922021;0.3696088813865412;9.148074231631574;7.334772;4.360075;460
z;123.0;123.11;très;122.8;123.11;0.0024439520371591;4.080710195736498;9.148074231631574;7.334772;4.360075;460
i;123.11;123.18;irrité;123.11;123.48;4.409139780035069;5.083806629288413;19.415441625898847;8.147718;7.541648;461
R;123.18;123.23;irrité;123.11;123.48;0.0463767441475439;4.347889567873398;19.415441625898847;8.147718;7.541648;461
i;123.23;123.3;irrité;123.11;123.48;0.0040624180449452;4.235167013856897;19.415441625898847;8.147718;7.541648;461
t;123.3;123.42;irrité;123.11;123.48;0.0010602545607908;3.430244805241256;19.415441625898847;8.147718;7.541648;461
e;123.42;123.48;irrité;123.11;123.48;0.0008971665887175;4.859731626383383;19.415441625898847;8.147718;7.541648;461
k;123.48;123.56;contre;123.48;123.8;4.409139780035069;4.296214187739292;11.391612072083477;3.7659562;1.6590711;462
o~;123.56;123.62;contre;123.48;123.8;0.385222146039297;3.855051490365286;11.391612072083477;3.7659562;1.6590711;462
t;123.62;123.69;contre;123.48;123.8;0.0402219776573224;2.8906644081897745;11.391612072083477;3.7659562;1.6590711;462
R;123.69;123.74;contre;123.48;123.8;0.007045504914664;1.823330373269456;11.391612072083477;3.7659562;1.6590711;462
@;123.74;123.8;contre;123.48;123.8;0.0029446962143467;2.973000806716675;11.391612072083477;3.7659562;1.6590711;462
s;123.8;123.9;son;123.8;123.99;4.409139780035069;3.649530068972855;8.985053908632072;6.0870185;3.6163712;463
o~;123.9;123.99;son;123.8;123.99;0.2796023770778397;2.2886984878466143;8.985053908632072;6.0870185;3.6163712;463
Z;123.99;124.07;jeune;123.99;124.22;4.409139780035069;4.696626826843674;11.79947701630033;5.5683856;5.1775336;464
9;124.07;124.15;jeune;123.99;124.22;0.1987545201512666;12.15444784914763;11.79947701630033;5.5683856;5.1775336;464
n;124.15;124.22;jeune;123.99;124.22;0.0009380230273121;2.705400279042826;11.79947701630033;5.5683856;5.1775336;464
f;124.22;124.32;fils;124.22;124.45;4.409139780035069;5.119777020762284;10.836666699879377;5.297249;2.513921;465
i;124.32;124.45;fils;124.22;124.45;0.1443510723472446;1.8983860241084425;10.836666699879377;5.297249;2.513921;465
a;124.5;124.55;à;124.5;124.55;4.409139780035069;3.7941932878383366;6.209354846536233;4.4914236;8.001987;466
k;124.55;124.7;qui;124.55;124.7;4.409139780035069;4.296214187739292;7.353269951835012;2.0338485;3.2939332;467
i;124.7;124.93;il;124.7;124.93;4.409139780035069;5.083806629288413;6.09201368788793;1.7643887;0.293077;468
a;124.93;124.98;attribuait;124.93;125.36;4.409139780035069;3.7941932878383366;22.4266688813221;5.2135835;7.272769;469
t;124.98;125.03;attribuait;124.93;125.36;0.2290040949793377;3.7124687461172665;22.4266688813221;5.2135835;7.272769;469
R;125.03;125.11;attribuait;124.93;125.36;0.0216014715042149;4.899685334103761;22.4266688813221;5.2135835;7.272769;469
i;125.11;125.14;attribuait;124.93;125.36;0.0019062912804952;2.635690304570061;22.4266688813221;5.2135835;7.272769;469
b;125.14;125.2;attribuait;124.93;125.36;0.0011048851422383;1.966291888622366;22.4266688813221;5.2135835;7.272769;469
y;125.2;125.26;attribuait;124.93;125.36;0.0010536058173101;1.892433760404169;22.4266688813221;5.2135835;7.272769;469
E;125.26;125.36;attribuait;124.93;125.36;0.0009738726660245;4.998411653433212;22.4266688813221;5.2135835;7.272769;469
l;125.36;125.41;la;125.36;125.46;4.409139780035069;3.755260160408023;5.814498696260873;5.181963;2.7175968;470
a;125.41;125.46;la;125.36;125.46;0.2258054342494331;1.7693520610671605;5.814498696260873;5.181963;2.7175968;470
p;125.46;125.52;pensée;125.46;125.79;4.409139780035069;3.530081653227226;15.046749063675563;7.101314;11.414108;471
a~;125.52;125.62;pensée;125.46;125.79;0.3111310643031198;4.554570654539464;15.046749063675563;7.101314;11.414108;471
s;125.62;125.74;pensée;125.46;125.79;0.017388643826577;0.1094425034029642;15.046749063675563;7.101314;11.414108;471
e;125.74;125.79;pensée;125.46;125.79;0.0036268102835966;6.759913268553307;15.046749063675563;7.101314;11.414108;471
d;125.79;125.84;d';125.79;125.84;4.409139780035069;3.5165938505373133;6.964068759155997;3.867511;2.7181327;472
a;125.84;125.9;avoir;125.84;126.07;4.409139780035069;3.7941932878383366;9.704461708749497;5.3418655;2.490321;473
v;125.9;125.94;avoir;125.84;126.07;0.2290040949793377;1.6606541598025746;9.704461708749497;5.3418655;2.490321;473
w;125.94;125.99;avoir;125.84;126.07;0.0678906809470009;11.603541718759116;9.704461708749497;5.3418655;2.490321;473
a;125.99;126.02;avoir;125.84;126.07;0.0008630070571655;3.971087308084762;9.704461708749497;5.3418655;2.490321;473
R;126.02;126.07;avoir;125.84;126.07;0.0008635628097836;4.4405725913859815;9.704461708749497;5.3418655;2.490321;473
v;126.07;126.15;voulu;126.07;126.42;4.409139780035069;4.287664674052159;12.50864423065477;7.8171344;5.1321616;474
u;126.15;126.22;voulu;126.07;126.42;0.4276229925312583;0.6364010343267912;12.50864423065477;7.8171344;5.1321616;474
l;126.22;126.38;voulu;126.07;126.42;0.0179399188192555;0.3011038946019642;12.50864423065477;7.8171344;5.1321616;474
y;126.38;126.42;voulu;126.07;126.42;0.0169099814282955;6.636377571765816;12.50864423065477;7.8171344;5.1321616;474
