phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
E;24.07;24.12;continuèrent;23.7;24.22;0.0013934439551144464;2.699288701184315;20.67178137915863
R;24.12;24.22;continuèrent;23.7;24.22;0.0008848075878199757;4.722253096267489;20.67178137915863
l;24.22;24.27;leur;24.22;24.38;4.409139780035069;3.7552601604080227;11.63403107834938
9;24.27;24.33;leur;24.22;24.38;0.22580543424943314;4.595465420187239;11.63403107834938
R;24.33;24.38;leur;24.22;24.38;0.013994445486643962;0.04199125691635237;11.63403107834938
R;24.38;24.5;route;24.38;24.77;4.409139780035069;5.400144139330587;12.527028734557314
u;24.5;24.63;route;24.38;24.77;0.09537290166016034;5.463273710237405;12.527028734557314
t;24.63;24.77;route;24.38;24.77;0.003836930754017808;2.6437444414326996;12.527028734557314
i;25.22;25.31;Ils;25.22;25.36;4.409139780035069;5.083806629288413;8.196409154968887
l;25.31;25.36;Ils;25.22;25.36;0.04637674414754396;5.529353029942597;8.196409154968887
p;25.36;25.41;passèrent;25.36;25.7;4.409139780035069;3.530081653227226;18.69195926109626
a;25.41;25.48;passèrent;25.36;25.7;0.3111310643031198;3.304444954031691;18.69195926109626
s;25.48;25.61;passèrent;25.36;25.7;0.039570269746988795;2.657552831538524;18.69195926109626
E;25.61;25.67;passèrent;25.36;25.7;0.008678593943736308;2.6618251215534467;18.69195926109626
R;25.67;25.7;passèrent;25.36;25.7;0.0008743983381833958;3.6804465938473774;18.69195926109626
a~;25.7;25.83;encore;25.7;26.03;4.409139780035069;5.5578611269601135;9.581987632735661
k;25.83;25.89;encore;25.7;26.03;0.08080481839981876;1.5853089753494325;9.581987632735661
O;25.89;26.03;encore;25.7;26.03;0.02511978892844021;0.09006101543815287;9.581987632735661
p;26.03;26.08;par;26.03;26.17;4.409139780035069;3.530081653227226;8.998505024818991
a;26.08;26.11;par;26.03;26.17;0.3111310643031198;3.304444954031691;8.998505024818991
R;26.11;26.17;par;26.03;26.17;0.039570269746988795;0.5137488120570814;8.998505024818991
d;26.17;26.27;deux;26.17;26.41;4.409139780035069;3.5165938505373133;9.804087934245857
2;26.27;26.41;deux;26.17;26.41;0.31645900118546794;5.369483636463126;9.804087934245857
p;26.41;26.46;pays;26.41;26.69;4.409139780035069;3.530081653227226;12.120535970555366
E;26.46;26.49;pays;26.41;26.69;0.3111310643031198;4.618915031868996;12.120535970555366
i;26.49;26.69;pays;26.41;26.69;0.01848210732477514;2.699540556718285;12.120535970555366
u;26.69;26.85;où;26.69;26.85;4.409139780035069;6.699320083304941;8.694521334199559
R;26.85;26.93;régnaient;26.85;27.19;4.409139780035069;5.400144139330587;21.568687886194528
e;26.93;27.01;régnaient;26.85;27.19;0.09537290166016034;2.9728416491374605;21.568687886194528
J;27.01;27.14;régnaient;26.85;27.19;0.017410952337770857;6.62422410558496;21.568687886194528
E;27.14;27.19;régnaient;26.85;27.19;0.0010376661922027448;2.4610498970356804;21.568687886194528
l;27.19;27.22;la;27.19;27.25;4.409139780035069;3.7552601604080227;5.814498696260873
a;27.22;27.25;la;27.19;27.25;0.22580543424943314;1.7693520610671605;5.814498696260873
d;27.25;27.31;disette;27.25;27.75;4.409139780035069;3.5165938505373133;23.841706380600947
i;27.31;27.44;disette;27.25;27.75;0.31645900118546794;4.23229525991868;23.841706380600947
z;27.44;27.55;disette;27.25;27.75;0.030332209577393188;2.5681793782666027;23.841706380600947
E;27.55;27.67;disette;27.25;27.75;0.005834418108219037;0.46919081567721016;23.841706380600947
t;27.67;27.75;disette;27.25;27.75;0.0010288537370532014;5.530351121719653;23.841706380600947
e;27.75;27.81;et;27.75;27.81;4.409139780035069;4.815820454336018;6.126714125197328
l;27.81;27.84;la;27.81;27.87;4.409139780035069;3.7552601604080227;5.814498696260873
a;27.84;27.87;la;27.81;27.87;0.22580543424943314;1.7693520610671605;5.814498696260873
g;27.87;27.95;guerre;27.87;28.29;4.409139780035069;7.296423783610177;12.049322765665757
E;27.95;28.18;guerre;27.87;28.29;0.03405562034068219;4.742535990499068;12.049322765665757
R;28.18;28.29;guerre;27.87;28.29;0.002148097309036909;0.7339140089849252;12.049322765665757
e;28.41;28.44;et;28.41;28.44;4.409139780035069;4.815820454336018;6.126714125197328
l;28.74;28.79;le;28.74;28.85;4.409139780035069;3.7552601604080227;5.733517167758018
@;28.79;28.85;le;28.74;28.85;0.22580543424943314;0.8278069017369164;5.733517167758018
p;28.85;28.93;prince;28.85;29.18;4.409139780035069;3.530081653227226;14.296420097271413
R;28.93;29.01;prince;28.85;29.18;0.3111310643031198;2.6666723586729733;14.296420097271413
